geneEntrezID	geneName	stat	dbsnp	snpcnt	bin	chr	startpos	endpos	length	strand
352999	C6orf58	0.17613	rs17816048	18	10	6	127898319	127912962	14644	1
353	APRT	0.08097	rs3214057	1	1	16	88875877	88878342	2466	-1
353088	ZNF429	0.13307	rs1401926	18	10	19	21688437	21721079	32643	1
353091	RAET1G	0.10255	rs4458704	13	8	6	150238014	150244214	6201	-1
353116	RILPL1	0.34949	rs3087496	5	4	12	123955909	124018265	62357	-1
353131	LCE1A	0.10792	rs7517755	1	1	1	152799949	152800573	625	1
353133	LCE1C	0.12117	rs12025125	7	5	1	152777311	152779107	1797	-1
353134	LCE1D	0.10045	rs6694602	1	1	1	152769227	152770657	1431	1
353135	LCE1E	0.11429	rs7549803	5	4	1	152758753	152760902	2150	1
353137	LCE1F	0.14125	rs913998	5	4	1	152748848	152749445	598	1
353139	LCE2A	0.10045	rs3904415	1	1	1	152670840	152671918	1079	1
353140	LCE2C	0.09782	rs7546815	2	2	1	152647771	152649050	1280	1
353141	LCE2D	0.13086	rs11205061	11	7	1	152635872	152637135	1264	1
353142	LCE3A	0.1262	rs925977	24	11	1	152595310	152595579	270	-1
353143	LCE3B	0.13784	rs12034595	3	3	1	152586287	152586574	288	1
353145	LCE3E	0.09594	rs4240889	13	8	1	152538130	152539248	1119	-1
353149	TBC1D26	0.08888	rs7208480	7	5	17	15635591	15648098	12508	1
353189	SLCO4C1	0.13377	rs10056271	34	12	5	101569690	101632253	62564	-1
353238	PADI6	0.11885	rs4920603	11	7	1	17698741	17728195	29455	1
353274	ZNF445	0.09507	rs4234447	1	1	3	44481262	44519162	37901	-1
353288	KRT26	0.1039	rs9898164	4	4	17	38922490	38928411	5922	-1
353299	RGSL1	0.22949	rs10797775	52	14	1	182419256	182529732	110477	1
353324	SPATA12	0.09228	rs11717604	1	1	3	57094469	57109460	14992	1
353345	GPR141	0.12842	rs2709114	19	10	7	37779996	37780913	918	1
353355	ZNF233	0.09615	rs8109462	5	4	19	44764033	44779470	15438	1
353376	TICAM2	0.0828100000000001	rs746566	10	7	5	114914339	114938176	23838	-1
353497	POLN	0.15733	rs13141668	29	12	4	2073645	2230958	157314	-1
3535	IGL@	0.47034	rs418913	174	15	22	22380474	23265085	884612	1
353500	BMP8A	0.09485	rs10888807	5	4	1	39957318	39995541	38224	1
353514	LILRA5	0.13125	rs1616661	4	4	19	54818353	54824409	6057	-1
354	KLK3	0.1037	rs266868	11	7	19	51358171	51364020	5850	1
3543	IGLL1	0.10447	rs6003782	13	8	22	23915312	23922495	7184	-1
3547	IGSF1	0.2107	rs4830220	25	11	X	130407480	130423403	15924	-1
3549	IHH	0.09283	rs7600987	3	3	2	219919142	219925238	6097	-1
355	FAS	0.13013	rs1926196	21	10	10	90750288	90775542	25255	1
3550	IK	0.0855399999999999	rs2245643	3	3	5	140027384	140042065	14682	1
3551	IKBKB	0.20034	rs5029748	9	6	8	42128820	42190171	61352	1
3552	IL1A	0.11929	rs1304037	8	6	2	113531492	113542971	11480	-1
3553	IL1B	0.14571	rs13008855	11	7	2	113587337	113594356	7020	-1
3554	IL1R1	0.11132	rs3917225	40	13	2	102770402	102796334	25933	1
3556	IL1RAP	0.28373	rs6796131	66	14	3	190231840	190374986	143147	1
3557	IL1RN	0.16358	rs442710	25	11	2	113875470	113891593	16124	1
3558	IL2	0.20873	rs7673567	5	4	4	123372625	123377650	5026	-1
3559	IL2RA	0.15279	rs17149718	34	12	10	6052657	6104333	51677	-1
356	FASLG	0.10693	rs2422207	18	10	1	172628185	172636013	7829	1
3560	IL2RB	0.20367	rs2284033	15	9	22	37521878	37545962	24085	-1
3562	IL3	0.08689	rs2073506	7	5	5	131396347	131398896	2550	1
3565	IL4	0.08383	rs2243248	7	5	5	132009678	132018370	8693	1
3566	IL4R	0.21111	rs2239349	27	12	16	27325230	27376099	50870	1
3567	IL5	0.10688	rs743562	5	4	5	131877136	131879214	2079	-1
3568	IL5RA	0.27399	rs3856848	24	11	3	3108008	3152058	44051	-1
3569	IL6	0.94789	rs9639435	42	13	7	22766766	22771621	4856	1
357	SHROOM2	0.32761	rs17255244	72	14	X	9754496	9917481	162986	1
3570	IL6R	0.12495	rs6689393	21	10	1	154377669	154441926	64258	1
3572	IL6ST	0.40872	rs17348299	4	4	5	55230923	55290821	59899	-1
3574	IL7	0.27168	rs7831055	13	8	8	79645007	79717758	72752	-1
3575	IL7R	0.11992	rs1494565	20	10	5	35856977	35879705	22729	1
3576	IL8	0.16658	rs1951703	14	8	4	74606223	74609433	3211	1
3577	CXCR1	0.10358	rs3138060	9	6	2	219027568	219031716	4149	-1
3578	IL9	0.09049	rs11739800	5	4	5	135227935	135231516	3582	-1
3579	CXCR2	0.09334	rs6436032	6	5	2	218990013	219001976	11964	1
358	AQP1	0.10771	rs13222180	6	5	7	30951415	30965131	13717	1
3586	IL10	0.49034	rs4579758	7	5	1	206940948	206945839	4892	-1
3587	IL10RA	0.11939	rs17598956	32	12	11	117857106	117872198	15093	1
3588	IL10RB	0.24122	rs1058867	19	10	21	34638665	34669539	30875	1
359	AQP2	0.34252	rs7305290	14	8	12	50344524	50352664	8141	1
3592	IL12A	0.1417	rs485497	24	11	3	159706623	159713806	7184	1
3593	IL12B	0.15347	rs3213094	19	10	5	158741791	158757481	15691	-1
3594	IL12RB1	0.10551	rs1870063	9	6	19	18170371	18197697	27327	-1
3595	IL12RB2	0.29967	rs12134497	27	12	1	67773047	67862583	89537	1
3596	IL13	0.13046	rs2243218	5	4	5	131993865	131996801	2937	1
3597	IL13RA1	0.17659	rs2495627	22	11	X	117861559	117928496	66938	1
359710	BPIFB3	0.10934	rs4911293	7	5	20	31643230	31661434	18205	1
359787	DPPA3	0.08904	rs2024320	2	2	12	7864089	7870155	6067	1
3598	IL13RA2	0.12838	rs1321391	10	7	X	114238538	114252207	13670	-1
359845	FAM101B	0.19593	rs12937773	5	4	17	289769	295731	5963	-1
359948	IRF2BP2	0.16465	rs3850718	31	12	1	234740015	234745271	5257	-1
36	ACADSB	0.12652	rs10794583	36	13	10	124768429	124817806	49378	1
360	AQP3	0.09341	rs17253468	7	5	9	33441152	33447631	6480	-1
3600	IL15	0.21204	rs1519551	30	12	4	142557749	142655140	97392	1
360023	ZBTB41	0.13784	rs4639796	3	3	1	197122814	197169672	46859	-1
360030	NANOGNB	0.15297	rs11055677	1	1	12	7917812	7926717	8906	1
3601	IL15RA	0.1125	rs17320853	22	11	10	5994334	6020150	25817	-1
360200	TMPRSS9	0.11441	rs12610522	5	4	19	2389784	2426086	36303	1
360203	GLT6D1	0.12517	rs561734	22	11	9	138515502	138531386	15885	-1
3603	IL16	0.1453	rs1509557	30	12	15	81489219	81605104	115886	1
3604	TNFRSF9	0.12495	rs226484	14	8	1	7975931	8003225	27295	-1
3605	IL17A	0.13004	rs10484881	24	11	6	52051185	52055436	4252	1
3606	IL18	0.09835	rs243908	11	7	11	112013974	112034840	20867	-1
3607	FOXK2	0.14084	rs12453001	15	9	17	80477594	80562483	84890	1
3608	ILF2	0.09977	rs3862047	2	2	1	153634264	153643504	9241	-1
3609	ILF3	0.11904	rs10419865	7	5	19	10764937	10803095	38159	1
361	AQP4	0.13545	rs10164026	28	12	18	24432007	24445716	13710	-1
3611	ILK	0.08679	rs1043388	4	4	11	6624964	6632101	7138	1
3612	IMPA1	0.0936399999999999	rs2400589	15	9	8	82569151	82598589	29439	-1
3613	IMPA2	0.11706	rs628419	55	14	18	11981427	12030885	49459	1
3614	IMPDH1	0.09723	rs1035971	9	6	7	128032331	128050036	17706	-1
3617	IMPG1	0.22179	rs1952134	41	13	6	76631062	76782335	151274	-1
3619	INCENP	0.15523	rs4963462	24	11	11	61891445	61920635	29191	1
362	AQP5	0.10427	rs296759	1	1	12	50355279	50359461	4183	1
3620	IDO1	0.09104	rs7828521	7	5	8	39771328	39786309	14982	1
3621	ING1	0.12085	rs2077891	12	8	13	111364970	111373421	8452	1
3622	ING2	0.27659	rs4395546	26	11	4	184426220	184432249	6030	1
3623	INHA	0.12567	rs7588807	2	2	2	220436954	220440435	3482	1
3624	INHBA	0.11657	rs2282921	22	11	7	41728601	41742706	14106	-1
3625	INHBB	0.10451	rs1548039	17	9	2	121103719	121109383	5665	1
3626	INHBC	0.17933	rs11614506	7	5	12	57828543	57844609	16067	1
3627	CXCL10	0.08591	rs8878	3	3	4	76942269	76944689	2421	-1
3628	INPP1	0.11674	rs9288172	12	8	2	191208196	191236391	28196	1
363	AQP6	0.09077	rs10875990	3	3	12	50366620	50370922	4303	1
3631	INPP4A	0.15306	rs11901568	22	11	2	99061321	99207496	146176	1
3632	INPP5A	0.13013	rs12769533	22	11	10	134351353	134596984	245632	1
3633	INPP5B	0.10693	rs16824518	3	3	1	38326369	38412729	86361	-1
3635	INPP5D	0.28389	rs13013293	44	13	2	233925036	234116549	191514	1
3636	INPPL1	0.08583	rs2276048	1	1	11	71935882	71950191	14310	1
3638	INSIG1	0.11544	rs1128636	18	10	7	155089486	155101945	12460	1
364	AQP7	0.15104	rs17251987	10	7	9	33384948	33402517	17570	-1
3641	INSL4	0.13162	rs2146040	12	8	9	5231419	5233967	2549	1
3642	INSM1	0.08479	rs960962	2	2	20	20348765	20351593	2829	1
3643	INSR	0.15802	rs2229431	41	13	19	7112266	7294011	181746	-1
3645	INSRR	0.07816	rs10908521	1	1	1	156810665	156828712	18048	-1
3646	EIF3E	0.11648	rs17332864	21	10	8	109213972	109260959	46988	-1
3651	PDX1	0.16505	rs11618581	21	10	13	28494168	28500451	6284	1
3652	IPP	0.08214	rs11211176	7	5	1	46159996	46216485	56490	-1
3654	IRAK1	0.59718	rs3027898	1	1	X	153275957	153285342	9386	-1
3655	ITGA6	0.34225	rs11896937	57	14	2	173292314	173371181	78868	1
3656	IRAK2	0.11248	rs11926277	20	10	3	10206563	10285427	78865	1
3658	IREB2	0.20495	rs6495298	22	11	15	78730518	78793798	63281	1
3659	IRF1	0.14148	rs2549003	26	11	5	131817301	131826465	9165	-1
366	AQP9	0.13424	rs17240559	52	14	15	58430408	58478110	47703	1
3660	IRF2	0.21081	rs3775577	57	14	4	185308876	185395726	86851	-1
3662	IRF4	0.14873	rs9378774	32	12	6	391739	411443	19705	1
3663	IRF5	0.61413	rs4728142	3	3	7	128577994	128590089	12096	1
3664	IRF6	0.1262	rs742215	19	10	1	209958968	209979520	20553	-1
3667	IRS1	0.11029	rs12185556	36	13	2	227596033	227663506	67474	-1
3669	ISG20	0.10942	rs11854750	10	7	15	89182039	89198879	16841	1
3670	ISL1	0.0954	rs10939960	10	7	5	50678958	50690564	11607	1
3672	ITGA1	0.32668	rs7731949	80	14	5	52084136	52249485	165350	1
3673	ITGA2	0.12109	rs1421933	45	13	5	52285156	52390609	105454	1
3675	ITGA3	0.14568	rs4793629	21	10	17	48133340	48167849	34510	1
3676	ITGA4	0.11929	rs3770111	33	12	2	182321619	182402474	80856	1
3678	ITGA5	0.11713	rs12318758	3	3	12	54789045	54813050	24006	-1
3679	ITGA7	0.12645	rs3759097	7	5	12	56078352	56106089	27738	-1
368	ABCC6	0.11799	rs212623	14	8	16	16243422	16317328	73907	-1
3680	ITGA9	0.19047	rs3845948	129	15	3	37493813	37861281	367469	1
3681	ITGAD	0.0817099999999999	rs8055861	2	2	16	31404633	31437826	33194	1
3682	ITGAE	0.16031	rs220480	22	11	17	3617919	3704537	86619	-1
3683	ITGAL	0.35304	rs12598978	1	1	16	30483983	30534506	50524	1
3684	ITGAM	0.09198	rs4889640	6	5	16	31271288	31344213	72926	1
3685	ITGAV	0.0901	rs17406229	22	11	2	187454790	187545628	90839	1
3687	ITGAX	0.11925	rs8052139	4	4	16	31366509	31394318	27810	1
3688	ITGB1	0.1157	rs2974542	26	11	10	33189246	33247293	58048	-1
3689	ITGB2	0.24617	rs2838726	19	10	21	46305868	46348753	42886	-1
369	ARAF	0.13221	rs2313072	8	6	X	47420499	47431320	10822	1
3690	ITGB3	0.1299	rs16941731	31	12	17	45331208	45390077	58870	1
3691	ITGB4	0.17688	rs820172	2	2	17	73717516	73753899	36384	1
3692	EIF6	0.08997	rs2297789	4	4	20	33866709	33872619	5911	-1
3693	ITGB5	0.35409	rs10804563	51	14	3	124481795	124606144	124350	-1
3694	ITGB6	0.15113	rs16844875	33	12	2	160958233	161056590	98358	-1
3695	ITGB7	0.08767	rs11170467	3	3	12	53585107	53601000	15894	-1
3696	ITGB8	0.46074	rs11980974	54	14	7	20370725	20455382	84658	1
3697	ITIH1	0.28069	rs2710322	8	6	3	52811602	52826084	14483	1
3698	ITIH2	0.11148	rs2182652	15	9	10	7745236	7791483	46248	1
3699	ITIH3	0.08533	rs2240920	2	2	3	52828784	52843025	14242	1
3700	ITIH4	0.09448	rs2535633	3	3	3	52847006	52864717	17712	-1
3702	ITK	0.20637	rs27988	23	11	5	156607907	156682109	74203	1
3703	STT3A	0.09477	rs503288	5	4	11	125462739	125491280	28542	1
3704	ITPA	0.10325	rs6139030	5	4	20	3189514	3204516	15003	1
3705	ITPK1	0.28957	rs4291855	46	13	14	93403259	93582263	179005	-1
3706	ITPKA	0.12756	rs12440045	1	1	15	41786056	41795757	9702	1
3707	ITPKB	0.24942	rs708772	55	14	1	226819391	226926876	107486	-1
3708	ITPR1	0.44778	rs3856883	193	15	3	4535032	4889524	354493	1
3709	ITPR2	0.52489	rs2230377	167	15	12	26488285	26986131	497847	-1
3710	ITPR3	0.11461	rs12205634	27	12	6	33589156	33664351	75196	1
3712	IVD	0.10849	rs2034650	11	7	15	40697686	40713512	15827	1
3713	IVL	0.14736	rs11580565	15	9	1	152881039	152884362	3324	1
3714	JAG2	0.23791	rs4399485	16	9	14	105607318	105635161	27844	-1
3716	JAK1	0.13784	rs11576886	53	14	1	65298906	65432187	133282	-1
3717	JAK2	0.22932	rs12555131	48	14	9	4985245	5128183	142939	1
3718	JAK3	0.14869	rs2072496	4	4	19	17935591	17958841	23251	-1
372	ARCN1	0.10195	rs17122278	3	3	11	118443102	118473748	30647	1
3720	JARID2	0.12535	rs16876291	69	14	6	15246206	15522273	276068	1
3725	JUN	0.12005	rs2760489	22	11	1	59246463	59249785	3323	-1
3727	JUND	0.0787600000000001	rs12610691	2	2	19	18390563	18392432	1870	-1
3728	JUP	0.08569	rs7406717	3	3	17	39910859	39942964	32106	-1
373	TRIM23	0.09244	rs2161278	12	8	5	64885507	64920187	34681	-1
3730	KAL1	0.14274	rs2078361	85	15	X	8496915	8700227	203313	-1
373156	GSTK1	0.08083	rs10248147	1	1	7	142960522	142966222	5701	1
3732	CD82	0.32936	rs12282890	47	13	11	44587141	44641339	54199	1
3735	KARS	0.0960800000000001	rs4888441	5	4	16	75661622	75681585	19964	-1
373509	USP50	0.1258	rs2414074	4	4	15	50792759	50838902	46144	-1
3736	KCNA1	0.14324	rs4026015	35	13	12	5019073	5027422	8350	1
3737	KCNA2	0.32872	rs7546799	37	13	1	111136202	111174096	37895	-1
3738	KCNA3	0.12005	rs343604	22	11	1	111214310	111217655	3346	-1
373856	USP41	0.11563	rs5993031	4	4	22	20717911	20732599	14689	-1
3739	KCNA4	0.11815	rs7104203	16	9	11	30031288	30038577	7290	-1
374	AREG	0.12901	rs11725706	12	8	4	75310853	75320726	9874	1
3741	KCNA5	0.28262	rs12099807	58	14	12	5153085	5155954	2870	1
3742	KCNA6	0.3411	rs6489575	44	13	12	4918342	4960278	41937	1
374286	CDRT1	0.0942499999999999	rs41346256	6	5	17	15491977	15523018	31042	-1
374291	NDUFS7	0.11904	rs7254913	1	1	19	1383883	1395588	11706	1
3743	KCNA7	0.38358	rs4802547	2	2	19	49570675	49576198	5524	-1
374308	PTCHD3	0.31802	rs11015752	44	13	10	27687117	27703297	16181	-1
374354	NHLRC2	0.13595	rs6585250	18	10	10	115614391	115672265	57875	1
374355	CCDC172	0.14139	rs1860401	26	11	10	118083940	118139541	55602	1
374378	GALNT18	0.48086	rs11021911	271	15	11	11292421	11643561	351141	-1
374383	NCR3LG1	0.11373	rs7110094	7	5	11	17373309	17398868	25560	1
374393	FAM111B	0.4374	rs10437720	12	8	11	58874658	58894888	20231	1
3744	KCNA10	0.10118	rs1769203	41	13	1	111059839	111061797	1959	-1
374403	TBC1D10C	0.08089	rs1558257	1	1	11	67171384	67177561	6178	1
374407	DNAJB13	0.08301	rs3816824	2	2	11	73661364	73681332	19969	1
374454	KRT77	0.13436	rs1818761	19	10	12	53083410	53097247	13838	-1
374462	PTPRQ	0.14511	rs11114548	63	14	12	80838126	81073968	235843	1
374467	C12orf63	0.44732	rs10507076	34	12	12	97041753	97159048	117296	1
374470	C12orf42	0.23238	rs4499092	97	15	12	103695733	103889749	194017	-1
3745	KCNB1	0.17056	rs572845	35	13	20	47988505	48099181	110677	-1
374569	ASPG	0.09332	rs941949	5	4	14	104552023	104579046	27024	1
3746	KCNC1	0.11137	rs7926805	7	5	11	17757495	17804602	47108	1
374618	TEX9	0.10369	rs1549452	16	9	15	56657644	56738072	80429	1
374654	KIF7	0.11167	rs12591347	4	4	15	90171201	90198682	27482	-1
374655	ZNF710	0.17565	rs3844111	25	11	15	90544752	90625432	80681	1
3747	KCNC2	0.17167	rs10879888	60	14	12	75433858	75603528	169671	-1
374739	TEPP	0.0929	rs4583232	3	3	16	58010339	58022020	11682	1
374786	EFCAB5	0.11309	rs7213462	8	6	17	28256874	28435470	178597	1
3748	KCNC3	0.23604	rs683856	2	2	19	50818765	50832634	13870	-1
374860	ANKRD30B	0.1386	rs4086824	22	11	18	14748239	14852737	104499	1
374864	CCDC178	0.16544	rs16964695	71	14	18	30517366	31020685	503320	-1
374868	ATP9B	0.1118	rs8085899	52	14	18	76829397	77138283	308887	1
374877	C19orf45	0.09317	rs4804662	3	3	19	7562445	7573336	10892	1
374879	ZNF699	0.15024	rs7252865	5	4	19	9405986	9415795	9810	-1
374887	YJEFN3	0.0785	rs4808967	1	1	19	19639670	19648393	8724	1
374897	SBSN	0.09148	rs7253270	2	2	19	36014269	36019253	4985	-1
374899	ZNF829	0.10291	rs10403877	6	5	19	37379026	37407193	28168	-1
3749	KCNC4	0.12726	rs11102064	32	12	1	110753336	110776674	23339	1
374900	ZNF568	0.09615	rs1623097	26	11	19	37407231	37488834	81604	1
374918	IGFL1	0.12356	rs7245856	10	7	19	46733009	46734500	1492	1
374920	C19orf68	0.32969	rs274875	10	7	19	48675210	48700516	25307	1
374928	ZNF773	0.10214	rs11084504	4	4	19	58011309	58019526	8218	1
374946	DRAXIN	0.27608	rs1534989	6	5	1	11751781	11780336	28556	1
374955	SPATA21	0.13448	rs525409	4	4	1	16725138	16763919	38782	-1
374969	CCDC23	0.16357	rs323720	3	3	1	43272723	43283059	10337	-1
374973	TEX38	0.09915	rs625590	3	3	1	47137497	47139266	1770	1
374977	MROH7	0.14648	rs1655523	26	11	1	55107427	55175939	68513	1
374986	FAM73A	0.09849	rs10518561	8	6	1	78245309	78345225	99917	1
375	ARF1	0.14251	rs822725	3	3	1	228270361	228286913	16553	1
3750	KCND1	0.10238	rs1003590	2	2	X	48818639	48828251	9613	-1
375033	PEAR1	0.17842	rs4661012	5	4	1	156863523	156886226	22704	1
375035	SFT2D2	0.11429	rs6656744	8	6	1	168195255	168212088	16834	1
375056	MIA3	0.10611	rs3008613	11	7	1	222791444	222841351	49908	1
375057	C1orf95	0.27224	rs12024134	46	13	1	226736501	226796915	60415	1
375061	FAM89A	0.17464	rs11122213	22	11	1	231154704	231175995	21292	-1
3751	KCND2	0.14755	rs17142923	70	14	7	119913722	120390387	476666	1
375189	PFN4	0.08854	rs10865262	4	4	2	24338244	24346151	7908	-1
375190	FAM228B	0.10635	rs10211356	6	5	2	24346350	24392507	46158	1
3752	KCND3	0.15083	rs584096	94	15	1	112318454	112531777	213324	-1
375248	ANKRD36	0.10187	rs11164114	1	1	2	97779233	97930258	151026	1
375287	RBM43	0.15571	rs41499848	15	9	2	152104728	152118389	13662	-1
375298	CERKL	0.14816	rs7602634	32	12	2	182401399	182521834	120436	-1
3753	KCNE1	0.12803	rs4239794	22	11	21	35818986	35884573	65588	-1
375307	C2orf62	0.12057	rs7596500	3	3	2	219221579	219232817	11239	1
375316	RBM44	0.11343	rs11894522	6	5	2	238707388	238751451	44064	1
375318	AQP12A	0.11558	rs1583259	3	3	2	241631262	241637900	6639	1
375323	LHFPL4	0.14073	rs2648371	15	9	3	9540045	9595486	55442	-1
375337	TOPAZ1	0.10534	rs9825080	12	8	3	44283378	44373590	90213	1
375346	TMEM110	0.10633	rs9880978	8	6	3	52870772	52931597	60826	-1
375387	LRRC33	0.17372	rs1718407	16	9	3	196366656	196388875	22220	1
3754	KCNF1	0.20811	rs10202946	53	14	2	11052063	11054351	2289	1
375449	MAST4	0.40924	rs16896325	212	15	5	65892176	66465423	573248	1
375484	SIMC1	0.50925	rs342015	7	5	5	175665370	175772992	107623	1
3755	KCNG1	0.14082	rs6126156	19	10	20	49620193	49639675	19483	-1
375519	GJB7	0.14766	rs6916994	13	8	6	87992697	88038996	46300	-1
375567	VWC2	0.16488	rs10274936	40	13	7	49813257	49952138	138882	1
3756	KCNH1	0.17513	rs1573159	161	15	1	210851657	211307457	455801	-1
375611	SLC26A5	0.11776	rs12164066	21	10	7	102993177	103086624	93448	-1
375612	LHFPL3	0.41501	rs6465994	213	15	7	103969104	104549005	579902	1
375616	KCP	0.09853	rs7792282	4	4	7	128516919	128550773	33855	-1
375686	SPATC1	0.08333	rs6985603	1	1	8	145086582	145102015	15434	1
3757	KCNH2	0.12706	rs3807375	3	3	7	150642044	150675402	33359	-1
375743	PTAR1	0.14373	rs1330240	18	10	9	72324438	72374876	50439	-1
375748	ERCC6L2	0.11838	rs16910396	47	13	9	98637900	98731122	93223	1
375757	SWI5	0.08007	rs12005136	3	3	9	131038425	131051268	12844	1
375759	C9orf50	0.11959	rs1220671	12	8	9	132374504	132383055	8552	-1
375775	PNPLA7	0.10292	rs10867091	3	3	9	140354405	140444986	90582	-1
375790	AGRN	0.08326	rs2465136	1	1	1	955503	991499	35997	1
3758	KCNJ1	0.11137	rs7116606	18	10	11	128707915	128737268	29354	-1
3759	KCNJ2	0.16493	rs12949668	26	11	17	68165676	68176185	10510	1
3760	KCNJ3	0.41134	rs2971899	48	14	2	155555093	155714864	159772	1
3761	KCNJ4	0.15591	rs138383	23	11	22	38822332	38851205	28874	-1
376132	LRRC10	0.12509	rs28204	7	5	12	70002344	70004942	2599	-1
3762	KCNJ5	0.13577	rs1940455	25	11	11	128761313	128787964	26652	1
376267	RAB15	0.10722	rs11846925	11	7	14	65412532	65438875	26344	-1
3763	KCNJ6	0.20843	rs2836022	168	15	21	38996778	39288741	291964	-1
3764	KCNJ8	0.09122	rs10770860	3	3	12	21917889	21927755	9867	-1
376497	SLC27A1	0.08684	rs1820805	2	2	19	17581300	17616977	35678	1
3765	KCNJ9	0.08377	rs4656876	2	2	1	160051360	160059212	7853	1
3766	KCNJ10	0.10433	rs2820556	5	4	1	160007257	160040051	32795	-1
3767	KCNJ11	0.10359	rs10766393	8	6	11	17406795	17410878	4084	-1
3768	KCNJ12	0.2445	rs4452009	13	8	17	21279699	21323179	43481	1
3769	KCNJ13	0.33814	rs1973675	1	1	2	233630512	233641275	10764	-1
376940	ZC3H6	0.08506	rs12711738	5	4	2	113033178	113097640	64463	1
377	ARF3	0.09122	rs10875897	5	4	12	49329992	49351252	21261	-1
377007	KLHL30	0.11343	rs4663849	4	4	2	239047363	239061547	14185	1
377047	PRSS45	0.0793199999999999	rs6805152	1	1	3	46783581	46786245	2665	-1
3772	KCNJ15	0.43895	rs2836200	37	13	21	39628664	39673748	45085	1
3773	KCNJ16	0.12326	rs180160	21	10	17	68071366	68131749	60384	1
3775	KCNK1	0.67422	rs12734057	58	14	1	233749750	233808258	58509	1
3776	KCNK2	0.23146	rs6657460	83	15	1	215178885	215410436	231552	1
377677	CA13	0.10936	rs4740045	8	6	8	86157716	86196302	38587	1
3777	KCNK3	0.16221	rs1009221	16	9	2	26915581	26954066	38486	1
3778	KCNMA1	0.35663	rs2395453	325	15	10	78629359	79397577	768219	-1
3779	KCNMB1	0.22064	rs186385	7	5	5	169805167	169816638	11472	-1
378	ARF4	0.0845	rs10866010	3	3	3	57557090	57583215	26126	-1
3780	KCNN1	0.08614	rs2290640	5	4	19	18062111	18109930	47820	1
3781	KCNN2	0.12762	rs1459780	57	14	5	113698016	113832197	134182	1
3782	KCNN3	0.29256	rs2256209	68	14	1	154669938	154842754	172817	-1
3783	KCNN4	0.11904	rs3760983	4	4	19	44270685	44285409	14725	-1
3784	KCNQ1	0.71007	rs3852527	97	15	11	2466221	2870340	404120	1
3785	KCNQ2	0.25083	rs6122438	15	9	20	62037542	62103993	66452	-1
3786	KCNQ3	0.39184	rs2673555	173	15	8	133133105	133493004	359900	-1
3787	KCNS1	0.09044	rs6094093	5	4	20	43720950	43729753	8804	-1
378708	APITD1	0.0954	rs2847337	3	3	1	10490159	10502872	12714	1
3788	KCNS2	0.09733	rs11986338	17	9	8	99439250	99443025	3776	1
378807	CATSPER4	0.09594	rs11247868	6	5	1	26517119	26529033	11915	1
378884	NHLRC1	0.14644	rs5007121	13	8	6	18120718	18122851	2134	-1
379	ARL4D	0.10638	rs9912203	6	5	17	41476353	41478504	2152	1
3790	KCNS3	0.12971	rs2732937	41	13	2	18059945	18114225	54281	1
3791	KDR	0.12646	rs4356965	28	12	4	55944426	55991762	47337	-1
3792	KEL	0.2059	rs7787836	2	2	7	142638201	142659503	21303	-1
3795	KHK	0.07964	rs2119026	1	1	2	27309611	27323619	14009	1
3796	KIF2A	0.12109	rs10062049	24	11	5	61601989	61683011	81023	1
3797	KIF3C	0.14701	rs6735685	6	5	2	26149455	26205443	55989	-1
3798	KIF5A	0.15297	rs775251	7	5	12	57943847	57978554	34708	1
3799	KIF5B	0.2383	rs17487587	24	11	10	32297938	32345371	47434	-1
38	ACAT1	0.08278	rs10890817	5	4	11	107992258	108018895	26638	1
3800	KIF5C	0.11244	rs12616265	5	4	2	149632792	149883273	250482	1
3801	KIFC3	0.11587	rs2965787	19	10	16	57792129	57836439	44311	-1
3802	KIR2DL1	0.0948	rs660575	2	2	19	55281265	55295778	14514	1
3804	KIR2DL3	0.09418	rs9797797	3	3	19	55249974	55264504	14531	1
3805	KIR2DL4	0.11441	rs589158	5	4	19	55315067	55325972	10906	1
3809	KIR2DS4	0.13012	rs11673276	3	3	19	55344174	55360023	15850	1
3812	KIR3DL2	0.10068	rs3745902	2	2	19	55361898	55378670	16773	1
3814	KISS1	0.13665	rs12097666	9	6	1	204159469	204165619	6151	-1
3815	KIT	0.35624	rs3111800	54	14	4	55524095	55606881	82787	1
3816	KLK1	0.11999	rs3909863	5	4	19	51322404	51327043	4640	-1
3817	KLK2	0.42074	rs198979	12	8	19	51376689	51383823	7135	1
3818	KLKB1	0.10343	rs3822055	13	8	4	187148672	187179625	30954	1
382	ARF6	0.08519	rs2085381	2	2	14	50359736	50363772	4037	1
3820	KLRB1	0.10101	rs11051879	7	5	12	9747870	9760497	12628	-1
3821	KLRC1	0.11348	rs4548707	11	7	12	10598627	10607215	8589	-1
3824	KLRD1	0.17515	rs7961687	21	10	12	10457050	10469850	12801	1
3827	KNG1	0.14482	rs822355	27	12	3	186435098	186462199	27102	1
383	ARG1	0.16158	rs2781641	7	5	6	131894344	131905472	11129	1
3831	KLC1	0.08463	rs729438	8	6	14	104095525	104167888	72364	1
3832	KIF11	0.39073	rs2275219	7	5	10	94352825	94415152	62328	1
3833	KIFC1	0.12535	rs211455	6	5	6	33359313	33377701	18389	1
3834	KIF25	0.13692	rs11751451	16	9	6	168418553	168445769	27217	1
3836	KPNA1	0.13169	rs10934602	10	7	3	122140748	122233786	93039	-1
